,Make,Fuel,Model,Cnt,Emission,year
17154,HYUNDAI,PETROL,I30 SE NAV T-GDI,288,142.0,2020
17415,HYUNDAI,PETROL,KONA PREMIUM SE,279,146.0,2020
17840,HYUNDAI,PETROL,KONA SE GDI HEV S-A,267,113.0,2020
18110,HYUNDAI,PETROL,HYUNDAI I 30 N,259,187.0,2020
19946,HYUNDAI,PETROL,I20 PREMIUM NAV T-GDI S-A,214,134.0,2020
19979,HYUNDAI,PETROL,I10 SE,212,114.0,2020
1899,HYUNDAI,PETROL/ELECTRIC,IONIQ,7408,28.0,2018
8271,HYUNDAI,PETROL/ELECTRIC,IONIQ PREMIUM PHEV S-A,1014,26.0,2018
8292,HYUNDAI,PETROL/ELECTRIC,IONIQ PREMIUM SE PHEV S-A,1010,26.0,2018
1783,HYUNDAI,PETROL/ELECTRIC,IONIQ,8066,26.0,2019
8047,HYUNDAI,PETROL/ELECTRIC,IONIQ PREMIUM SE PHEV S-A,1058,26.0,2019
10272,HYUNDAI,PETROL/ELECTRIC,IONIQ PREMIUM PHEV S-A,718,26.0,2019
2909,HYUNDAI,PETROL/ELECTRIC,IONIQ,4242,26.0,2020
13336,HYUNDAI,PETROL/ELECTRIC,IONIQ PREMIUM PHEV S-A,459,26.0,2020
13758,HYUNDAI,PETROL/ELECTRIC,IONIQ PREMIUM SE PHEV S-A,435,25.0,2020
4926,INFINITI,DIESEL,INFINITI Q30,2110,166.0,2018
8165,INFINITI,DIESEL,INFINITI QX30,1034,182.0,2018
10473,INFINITI,DIESEL,Q30,694,180.0,2018
14849,INFINITI,DIESEL,QX30,376,172.0,2018
9280,INFINITI,DIESEL,QX30,850,181.0,2019
15530,INFINITI,DIESEL,INFINITI Q30,348,166.0,2019
16906,INFINITI,DIESEL,NISSAN X-TRAIL,296,178.0,2020
8945,INFINITI,PETROL,INFINITIQ30,894,172.0,2018
15586,INFINITI,PETROL,INFINITI Q30,346,173.0,2018
18872,INFINITI,PETROL,Q30S,238,185.0,2018
9333,INFINITI,PETROL,Q30,842,170.0,2019
12012,INFINITI,PETROL,Q50,550,208.0,2019
13251,INFINITI,PETROL,INFINITI Q50,464,242.0,2019
19367,INFINITI,PETROL,INFINITI QX30,226,194.0,2019
19494,INFINITI,PETROL,INFINITI Q30,224,172.0,2019
15205,INFINITI,PETROL,NISSAN X-TRAIL,361,178.0,2020
1004,JAGUAR,DIESEL,JAGUAR F-PACE,16195,192.0,2018
1019,JAGUAR,DIESEL,JAGUAR E-PACE,15918,193.0,2018
1548,JAGUAR,DIESEL,F-PACE R-SPORT AWD D AUTO,9608,190.0,2018
1693,JAGUAR,DIESEL,E-PACE,8672,191.0,2018
2182,JAGUAR,DIESEL,JAGUAR XE,6204,170.0,2018
2222,JAGUAR,DIESEL,JAGUAR XF,6012,172.0,2018
3019,JAGUAR,DIESEL,XF R-SPORT D AUTO,3996,157.0,2018
3032,JAGUAR,DIESEL,XE R-SPORT D AUTO,3984,155.0,2018
3062,JAGUAR,DIESEL,F-PACE,3934,181.0,2018
3827,JAGUAR,DIESEL,E-PACE S D AWD AUTO,3000,193.0,2018
4012,JAGUAR,DIESEL,F-PACE PORTFOLIO AWD D AUTO,2812,193.0,2018
4212,JAGUAR,DIESEL,E-PACE R-DYNAMIC S D AWD AUTO,2650,194.0,2018
4321,JAGUAR,DIESEL,E-PACE R-DYNAMIC HSE D AWD A,2556,202.0,2018
6222,JAGUAR,DIESEL,E-PACE D 4X2,1538,174.0,2018
7816,JAGUAR,DIESEL,XF V6 S D AUTO,1108,185.0,2018
8113,JAGUAR,DIESEL,XF PORTFOLIO D AUTO,1044,158.0,2018
8217,JAGUAR,DIESEL,E-PACE R-DYNAMIC SE D AWD AUTO,1022,196.0,2018
8267,JAGUAR,DIESEL,XE,1015,160.0,2018
8876,JAGUAR,DIESEL,F-PACE S AWD D AUTO,908,211.0,2018
8890,JAGUAR,DIESEL,F-PACE R-SPORT D AUTO,906,173.0,2018
9236,JAGUAR,DIESEL,XF,856,179.0,2018
9299,JAGUAR,DIESEL,E-PACE S D 4X2,848,177.0,2018
9422,JAGUAR,DIESEL,F-PACE PRESTIGE AWD D AUTO,830,193.0,2018
9758,JAGUAR,DIESEL,E-PACE HSE D AWD AUTO,782,200.0,2018
10106,JAGUAR,DIESEL,E-PACE SE D AWD AUTO,736,194.0,2018
10517,JAGUAR,DIESEL,XF PRESTIGE D AUTO,690,154.0,2018
11049,JAGUAR,DIESEL,XE PORTFOLIO D AUTO,640,152.0,2018
11360,JAGUAR,DIESEL,XE PRESTIGE D AUTO,610,150.0,2018
11495,JAGUAR,DIESEL,E-PACE R-DYNAMIC D 4X2,596,175.0,2018
11783,JAGUAR,DIESEL,E-PACE R-DYNAMIC S D 4X2,570,178.0,2018
12067,JAGUAR,DIESEL,E-PACE D AWD AUTO,546,189.0,2018
13313,JAGUAR,DIESEL,E-PACE R-DYNAMIC D AWD AUTO,460,190.0,2018
13499,JAGUAR,DIESEL,JAGUAR XJ,449,197.0,2018
13575,JAGUAR,DIESEL,XJ PORTFOLIO V6 D AUTO,446,197.0,2018
13652,JAGUAR,DIESEL,XF R-SPORT D AWD AUTO,442,180.0,2018
13856,JAGUAR,DIESEL,F-PACE PRESTIGE D AUTO,428,176.0,2018
14397,JAGUAR,DIESEL,F-PACE R-SPORT D,400,168.0,2018
14696,JAGUAR,DIESEL,XE R-SPORT D AWD AUTO,384,181.0,2018
15289,JAGUAR,DIESEL,XF PORTFOLIO D AWD AUTO,358,180.0,2018
16277,JAGUAR,DIESEL,F-PACE PRESTIGE D,320,171.0,2018
18351,JAGUAR,DIESEL,E-PACE S D AWD,252,185.0,2018
18453,JAGUAR,DIESEL,XF R-SPORT D,248,154.0,2018
19406,JAGUAR,DIESEL,E-PACE R-DYNAMIC S D AWD,226,188.0,2018
19421,JAGUAR,DIESEL,XE SE D AUTO,226,149.0,2018
919,JAGUAR,DIESEL,JAGUAR E-PACE,18078,192.0,2019
1442,JAGUAR,DIESEL,JAGUAR F-PACE,10566,189.0,2019
1978,JAGUAR,DIESEL,F-PACE R-SPORT AWD D AUTO,7062,189.0,2019
3194,JAGUAR,DIESEL,E-PACE,3742,207.0,2019
3486,JAGUAR,DIESEL,F-PACE CHEQUERED FLAG AWD D A,3372,187.0,2019
3530,JAGUAR,DIESEL,JAGUAR XF,3324,167.0,2019
3568,JAGUAR,DIESEL,JAGUAR XE,3284,156.0,2019
4054,JAGUAR,DIESEL,E-PACE CHEQUERED FLAG D AWD A,2774,195.0,2019
4495,JAGUAR,DIESEL,E-PACE R-DYNAMIC SE D AWD AUTO,2426,196.0,2019
4599,JAGUAR,DIESEL,E-PACE R-DYNAMIC HSE D AWD A,2346,200.0,2019
4758,JAGUAR,DIESEL,E-PACE R-DYNAMIC S D AWD AUTO,2230,193.0,2019
4759,JAGUAR,DIESEL,F-PACE PORTFOLIO AWD D AUTO,2228,190.0,2019
5010,JAGUAR,DIESEL,F-PACE,2066,200.0,2019
5201,JAGUAR,DIESEL,E-PACE S D AWD AUTO,1964,193.0,2019
5918,JAGUAR,DIESEL,XF R-SPORT D AUTO,1646,156.0,2019
6548,JAGUAR,DIESEL,E-PACE R-DYNAMIC S D 4X2,1428,178.0,2019
7081,JAGUAR,DIESEL,XE R-SPORT D AUTO,1280,154.0,2019
7399,JAGUAR,DIESEL,XE R-DYNAMIC S D AUTO,1202,149.0,2019
7765,JAGUAR,DIESEL,E-PACE S D 4X2,1118,177.0,2019
8531,JAGUAR,DIESEL,F-PACE S AWD D AUTO,968,209.0,2019
8920,JAGUAR,DIESEL,E-PACE D 4X2,898,174.0,2019
9315,JAGUAR,DIESEL,E-PACE HSE D AWD AUTO,846,198.0,2019
9371,JAGUAR,DIESEL,F-PACE R-SPORT D AUTO,838,170.0,2019
10836,JAGUAR,DIESEL,XE,660,171.0,2019
10983,JAGUAR,DIESEL,E-PACE R-DYNAMIC D 4X2,646,175.0,2019
12437,JAGUAR,DIESEL,XF,518,177.0,2019
12588,JAGUAR,DIESEL,E-PACE SE D AWD AUTO,510,195.0,2019
12869,JAGUAR,DIESEL,XF V6 S D AUTO,490,182.0,2019
14034,JAGUAR,DIESEL,JAGUAR XJ,420,197.0,2019
14140,JAGUAR,DIESEL,F-PACE V6 SPORT AWD D AUTO,414,206.0,2019
14300,JAGUAR,DIESEL,XE R-DYNAMIC SE D AUTO,404,149.0,2019
14953,JAGUAR,DIESEL,E-PACE R-DYNAMIC S D AWD,372,187.0,2019
15468,JAGUAR,DIESEL,F-PACE PRESTIGE D AUTO,350,170.0,2019
15870,JAGUAR,DIESEL,F-PACE PRESTIGE AWD D AUTO,334,190.0,2019
15871,JAGUAR,DIESEL,XF PORTFOLIO D AUTO,334,156.0,2019
17139,JAGUAR,DIESEL,XF PRESTIGE D AUTO,288,154.0,2019
17336,JAGUAR,DIESEL,F-PACE R-SPORT D,282,167.0,2019
18041,JAGUAR,DIESEL,XJ50 V6 D AUTO,262,197.0,2019
18660,JAGUAR,DIESEL,XE S D AUTO,244,149.0,2019
19121,JAGUAR,DIESEL,XF R-SPORT D AWD AUTO,232,180.0,2019
19756,JAGUAR,DIESEL,JAGUAR EPACE,218,189.0,2019
19877,JAGUAR,DIESEL,JAGUAR FPACE,214,192.0,2019
2506,JAGUAR,DIESEL,JAGUAR E-PACE,5114,190.0,2020
3357,JAGUAR,DIESEL,F-PACE CHEQUERED FLAG AWD D A,3521,187.0,2020
4030,JAGUAR,DIESEL,JAGUAR F-PACE,2798,183.0,2020
4749,JAGUAR,DIESEL,E-PACE CHEQUERED FLAG D AWD A,2232,195.0,2020
8380,JAGUAR,DIESEL,E-PACE,993,189.0,2020
10184,JAGUAR,DIESEL,JAGUAR XE,726,154.0,2020
10803,JAGUAR,DIESEL,JAGUAR XF,663,165.0,2020
11362,JAGUAR,DIESEL,F-PACE R-SPORT AWD D AUTO,609,186.0,2020
12198,JAGUAR,DIESEL,F-PACE PORTFOLIO AWD D AUTO,537,187.0,2020
13038,JAGUAR,DIESEL,E-PACE R-DYNAMIC S D AWD AUTO,478,193.0,2020
13077,JAGUAR,DIESEL,F-PACE,476,187.0,2020
14886,JAGUAR,DIESEL,E-PACE S D AWD AUTO,375,192.0,2020
15201,JAGUAR,DIESEL,E-PACE R-DYNAMIC HSE D AWD A,361,198.0,2020
16295,JAGUAR,DIESEL,XF R-SPORT D AUTO,319,154.0,2020
17692,JAGUAR,DIESEL,XE R-DYNAMIC S D AUTO,272,149.0,2020
17776,JAGUAR,DIESEL,F-PACE V6 SPORT AWD D AUTO,269,206.0,2020
17913,JAGUAR,DIESEL,E-PACE R-DYNAMIC SE D AWD AUTO,265,195.0,2020
1851,JAGUAR,ELECTRIC,JAGUAR I-PACE,7674,0.0,2018
10347,JAGUAR,ELECTRIC,I-PACE,710,0.0,2018
10921,JAGUAR,ELECTRIC,I-PACE EV400 SE,652,0.0,2018
13666,JAGUAR,ELECTRIC,I-PACE EV400 FIRST EDITION,440,0.0,2018
14982,JAGUAR,ELECTRIC,I-PACE EV400 HSE,370,0.0,2018
19829,JAGUAR,ELECTRIC,I-PACE EV400 S,216,0.0,2018
1286,JAGUAR,ELECTRIC,JAGUAR I-PACE,12130,0.0,2019
3222,JAGUAR,ELECTRIC,I-PACE EV400 SE,3702,0.0,2019
4229,JAGUAR,ELECTRIC,I-PACE EV400 HSE,2632,0.0,2019
4445,JAGUAR,ELECTRIC,I-PACE,2466,0.0,2019
5932,JAGUAR,ELECTRIC,I-PACE EV400 S,1638,0.0,2019
14167,JAGUAR,ELECTRIC,I-PACE EV400 FIRST EDITION,412,0.0,2019
2744,JAGUAR,ELECTRIC,I-PACE EV400 HSE,4591,0.0,2020
3000,JAGUAR,ELECTRIC,JAGUAR I-PACE,4059,0.0,2020
5199,JAGUAR,ELECTRIC,I-PACE EV400 SE,1965,0.0,2020
5821,JAGUAR,ELECTRIC,I-PACE EV400 S,1686,0.0,2020
10640,JAGUAR,ELECTRIC,I-PACE,677,0.0,2020
10211,JAGUAR,PETROL,JAGUAR F-TYPE,724,262.0,2017
2622,JAGUAR,PETROL,JAGUAR E-PACE,4852,224.0,2018
4809,JAGUAR,PETROL,JAGUAR F-PACE,2197,226.0,2018
5532,JAGUAR,PETROL,JAGUAR XE,1797,193.0,2018
5603,JAGUAR,PETROL,XE R-SPORT AUTO,1768,190.0,2018
6338,JAGUAR,PETROL,E-PACE,1499,220.0,2018
6636,JAGUAR,PETROL,JAGUAR F-TYPE,1402,213.0,2018
7033,JAGUAR,PETROL,XF PORTFOLIO AUTO,1292,193.0,2018
7289,JAGUAR,PETROL,JAGUAR F-TYPE COUPE,1232,225.0,2018
8264,JAGUAR,PETROL,JAGUAR F-TYPE CONVERTIBLE,1016,227.0,2018
8395,JAGUAR,PETROL,F-TYPE V6 R-DYNAMIC AUTO,990,234.0,2018
8900,JAGUAR,PETROL,JAGUAR XF,904,195.0,2018
9479,JAGUAR,PETROL,F-PACE R-SPORT AWD AUTO,822,227.0,2018
11119,JAGUAR,PETROL,F-PACE,632,227.0,2018
12072,JAGUAR,PETROL,E-PACE R-DYNAMIC S AWD AUTO,546,219.0,2018
12075,JAGUAR,PETROL,E-PACE S AWD AUTO,546,219.0,2018
12794,JAGUAR,PETROL,F-TYPE R-DYNAMIC AUTO,496,207.0,2018
13080,JAGUAR,PETROL,XF R-SPORT AUTO,476,191.0,2018
14485,JAGUAR,PETROL,F-PACE PORTFOLIO AWD AUTO,396,225.0,2018
14494,JAGUAR,PETROL,F-TYPE,395,214.0,2018
15703,JAGUAR,PETROL,F-TYPE V6 R-DYNAMIC AWD AUTO,341,253.0,2018
16522,JAGUAR,PETROL,F-TYPE V8 R AWD AUTO,310,248.0,2018
16606,JAGUAR,PETROL,XE,306,187.0,2018
17087,JAGUAR,PETROL,XE PORTFOLIO AUTO,290,187.0,2018
18468,JAGUAR,PETROL,E-PACE R-DYNAMIC SE AWD AUTO,248,223.0,2018
18480,JAGUAR,PETROL,XE PRESTIGE AUTO,248,184.0,2018
19311,JAGUAR,PETROL,E-PACE R-DYNAMIC HSE AWD AUTO,228,230.0,2018
19504,JAGUAR,PETROL,XF,223,195.0,2018
2146,JAGUAR,PETROL,JAGUAR E-PACE,6368,221.0,2019
4414,JAGUAR,PETROL,JAGUAR F-PACE,2490,234.0,2019
5000,JAGUAR,PETROL,XE R-SPORT AUTO,2070,190.0,2019
5840,JAGUAR,PETROL,JAGUAR XE,1676,188.0,2019
5936,JAGUAR,PETROL,XF PORTFOLIO AUTO,1636,193.0,2019
6535,JAGUAR,PETROL,F-PACE R-SPORT AWD AUTO,1432,224.0,2019
7466,JAGUAR,PETROL,E-PACE R-DYNAMIC S AWD AUTO,1188,218.0,2019
8139,JAGUAR,PETROL,JAGUAR F-TYPE,1038,211.0,2019
8393,JAGUAR,PETROL,E-PACE S AWD AUTO,990,217.0,2019
8860,JAGUAR,PETROL,F-PACE SVR AWD AUTO,912,281.0,2019
9000,JAGUAR,PETROL,JAGUAR F-TYPE COUPE,888,223.0,2019
9248,JAGUAR,PETROL,E-PACE,854,231.0,2019
9610,JAGUAR,PETROL,F-PACE PORTFOLIO AWD AUTO,802,223.0,2019
9663,JAGUAR,PETROL,JAGUAR F-TYPE CONVERTIBLE,796,226.0,2019
9702,JAGUAR,PETROL,XF R-SPORT AUTO,790,192.0,2019
10015,JAGUAR,PETROL,F-TYPE V6 R-DYNAMIC AUTO,748,235.0,2019
10035,JAGUAR,PETROL,XE R-DYNAMIC S AUTO,744,180.0,2019
10266,JAGUAR,PETROL,E-PACE R-DYNAMIC SE AWD AUTO,718,222.0,2019
11061,JAGUAR,PETROL,E-PACE R-DYNAMIC HSE AWD AUTO,638,228.0,2019
11327,JAGUAR,PETROL,JAGUAR XF,612,196.0,2019
11560,JAGUAR,PETROL,JAGUAR EPACE,590,219.0,2019
12458,JAGUAR,PETROL,F-TYPE I4 R-DYNAMIC AUTO,516,207.0,2019
13172,JAGUAR,PETROL,F-PACE V6 SPORT AWD AUTO,470,229.0,2019
15139,JAGUAR,PETROL,F-PACE CHEQUERED FLAG AWD AUTO,364,220.0,2019
15354,JAGUAR,PETROL,F-TYPE,354,220.0,2019
15692,JAGUAR,PETROL,E-PACE SE AWD AUTO,342,219.0,2019
15697,JAGUAR,PETROL,F-TYPE I4 CHEQUERED FLAG AUTO,342,208.0,2019
15757,JAGUAR,PETROL,F-TYPE R-DYNAMIC AUTO,338,207.0,2019
16217,JAGUAR,PETROL,XE R-DYNAMIC SE AUTO,322,180.0,2019
16481,JAGUAR,PETROL,F-TYPE V6 R-DYNAMIC AWD AUTO,310,252.0,2019
16499,JAGUAR,PETROL,XE LANDMARK AUTO,310,187.0,2019
17027,JAGUAR,PETROL,XE PORTFOLIO AUTO,292,187.0,2019
17218,JAGUAR,PETROL,F-PACE,286,250.0,2019
18027,JAGUAR,PETROL,XE S AUTO,262,180.0,2019
18035,JAGUAR,PETROL,F-TYPE V8 R AWD AUTO,262,208.0,2019
6083,JAGUAR,PETROL,JAGUAR E-PACE,1587,221.0,2020
6554,JAGUAR,PETROL,JAGUAR F-TYPE,1426,228.0,2020
8401,JAGUAR,PETROL,JAGUAR XE,989,184.0,2020
9361,JAGUAR,PETROL,E-PACE CHEQUERED FLAG AWD AUTO,840,219.0,2020
12054,JAGUAR,PETROL,JAGUAR F-PACE,547,238.0,2020
12292,JAGUAR,PETROL,F-PACE CHEQUERED FLAG AWD AUTO,529,220.0,2020
18929,JAGUAR,PETROL,F-PACE SVR AWD AUTO,237,281.0,2020
19024,JAGUAR,PETROL,E-PACE R-DYNAMIC S AWD AUTO,235,217.0,2020
509,JEEP,DIESEL,COMPASS,33294,176.0,2018
652,JEEP,DIESEL,RENEGADE,26562,163.0,2018
1922,JEEP,DIESEL,GRAND CHEROKEE,7314,251.0,2018
3174,JEEP,DIESEL,CHEROKEE,3768,199.0,2018
5077,JEEP,DIESEL,WRANGLER UNLIMITED,2032,253.0,2018
6465,JEEP,DIESEL,WRANGLER JK,1454,244.0,2018
7027,JEEP,DIESEL,WRANGLER,1294,244.0,2018
7057,JEEP,DIESEL,WRANGLER JK UNLIMITED,1286,250.0,2018
175,JEEP,DIESEL,COMPASS,79598,171.0,2019
176,JEEP,DIESEL,RENEGADE,79498,159.0,2019
1672,JEEP,DIESEL,GRAND CHEROKEE,8804,252.0,2019
1765,JEEP,DIESEL,CHEROKEE,8264,197.0,2019
3106,JEEP,DIESEL,WRANGLER UNLIMITED,3858,248.0,2019
3922,JEEP,DIESEL,WRANGLER,2896,244.0,2019
11605,JEEP,DIESEL,GRAND,586,251.0,2019
12534,JEEP,DIESEL,WRANGLER JK UNLIMITED,512,249.0,2019
14061,JEEP,DIESEL,COMPASS LONGITUDE M-JET II 4X2,418,153.0,2019
15217,JEEP,DIESEL,COMPASS NIGHTEGLE M-JET II 4X2,360,154.0,2019
15357,JEEP,DIESEL,COMPASS LONGITUDE MULTIJET II,354,176.0,2019
16276,JEEP,DIESEL,WRANGLER JK,320,244.0,2019
16419,JEEP,DIESEL,COMPASS LIMITED M-JET II 4X2,314,155.0,2019
17374,JEEP,DIESEL,COMPASS LIMITED MULTIJET II,280,176.0,2019
18640,JEEP,DIESEL,COMPASS LIMITED MULTIJET II A,244,187.0,2019
18821,JEEP,DIESEL,GRAND CHEROKEE SUMMIT MJT II A,240,253.0,2019
19531,JEEP,DIESEL,RENEGADE LONGITUDE MULTIJET II,222,150.0,2019
660,JEEP,DIESEL,RENEGADE,26292,152.0,2020
784,JEEP,DIESEL,COMPASS,21501,169.0,2020
2948,JEEP,DIESEL,COMPASS,4164,150.0,2020
3657,JEEP,DIESEL,GRAND CHEROKEE,3177,252.0,2020
4853,JEEP,DIESEL,WRANGLER UNLIMITED,2162,246.0,2020
5907,JEEP,DIESEL,CHEROKEE,1649,197.0,2020
6496,JEEP,DIESEL,WRANGLER,1446,244.0,2020
550,JEEP,PETROL,COMPASS,30898,192.0,2018
565,JEEP,PETROL,RENEGADE,30172,165.0,2018
3818,JEEP,PETROL,WRANGLER JK UNLIMITED,3008,274.0,2018
5420,JEEP,PETROL,COMPASS LONGITUDE M-AIR II 4X2,1850,172.0,2018
6259,JEEP,PETROL,RENEGADE LONGITUDE,1524,166.0,2018
7632,JEEP,PETROL,WRANGLER UNLIMITED,1148,254.0,2018
7842,JEEP,PETROL,GRAND CHEROKEE SRT,1102,346.0,2018
10739,JEEP,PETROL,COMPASS LIMITED M-AIR II 4X2,668,173.0,2018
11652,JEEP,PETROL,WRANGLER,582,248.0,2018
12163,JEEP,PETROL,GRAND CHEROKEE TRACKHAWK,540,382.0,2018
13022,JEEP,PETROL,RENEGADE LIMITED,480,169.0,2018
13829,JEEP,PETROL,RENEGADE LONGITUDE AUTO,430,166.0,2018
16838,JEEP,PETROL,COMPASS LIMITED M-AIR II AUTO,298,205.0,2018
17162,JEEP,PETROL,COMPASS LIMITED MULTIAIR II A,288,206.0,2018
185,JEEP,PETROL,RENEGADE,76555,164.0,2019
417,JEEP,PETROL,COMPASS,40114,185.0,2019
3001,JEEP,PETROL,WRANGLER UNLIMITED,4050,256.0,2019
4345,JEEP,PETROL,GRAND CHEROKEE SRT,2540,342.0,2019
4617,JEEP,PETROL,WRANGLER,2327,252.0,2019
5497,JEEP,PETROL,COMPASS LONGITUDE M-AIR II 4X2,1812,172.0,2019
8657,JEEP,PETROL,GRAND CHEROKEE TRACKHAWK,944,382.0,2019
9316,JEEP,PETROL,COMPASS NIGHTEGLE M-AIR II 4X2,846,172.0,2019
9672,JEEP,PETROL,RENEGADE LONGITUDE,794,161.0,2019
9844,JEEP,PETROL,COMPASS LIMITED M-AIR II AUTO,770,205.0,2019
10062,JEEP,PETROL,RENEGADE LIMITED,740,168.0,2019
11965,JEEP,PETROL,RENEGADE LIMITED AUTO,554,167.0,2019
12243,JEEP,PETROL,COMPASS LIMITED M-AIR II 4X2,534,173.0,2019
13909,JEEP,PETROL,RENEGADE LONGITUDE AUTO,426,161.0,2019
14569,JEEP,PETROL,CHEROKEE,391,230.0,2019
15238,JEEP,PETROL,WRANGLER SAHARA UNLTD GME A,360,256.0,2019
602,JEEP,PETROL,RENEGADE,28717,157.0,2020
1650,JEEP,PETROL,COMPASS,8978,190.0,2020
2271,JEEP,PETROL,COMPASS,5840,156.0,2020
5664,JEEP,PETROL,WRANGLER UNLIMITED,1741,257.0,2020
7926,JEEP,PETROL,WRANGLER,1084,254.0,2020
10799,JEEP,PETROL,RENEGADE NIGHT EAGLE,663,159.0,2020
11844,JEEP,PETROL,COMPASS NIGHTEGLE M-AIR II 4X2,565,172.0,2020
15174,JEEP,PETROL,COMPASS LIMITED M-AIR II 4X2,362,172.0,2020
18096,JEEP,PETROL,GRAND CHEROKEE SRT,260,341.0,2020
18619,JEEP,PETROL,RENEGADE NIGHT EAGLE AUTO,245,160.0,2020
19028,JEEP,PETROL,COMPASS LIMITED M-AIR II AUTO,235,208.0,2020
19862,JEEP,PETROL,WRANGLER RUBICON UNLIMITED A,215,259.0,2020
2732,JEEP,PETROL/ELECTRIC,COMPASS,4601,119.0,2020
3588,JEEP,PETROL/ELECTRIC,RENEGADE,3248,110.0,2020
8247,KIA,DIESEL,STONIC,1018,134.0,2017
133,KIA,DIESEL,SPORTAGE,93062,163.0,2018
986,KIA,DIESEL,STONIC,16596,129.0,2018
1111,KIA,DIESEL,SORENTO,14390,191.0,2018
1181,KIA,DIESEL,CARENS,13560,110.0,2018
1489,KIA,DIESEL,OPTIMA,10132,139.0,2018
2196,KIA,DIESEL,SPORTAGE 2 CRDI ISG,6132,158.0,2018
2455,KIA,DIESEL,CEED,5272,130.0,2018
2808,KIA,DIESEL,SPORTAGE GT-LINE CRDI ISG,4456,160.0,2018
4077,KIA,DIESEL,SPORTAGE 1 CRDI ISG,2756,147.0,2018
4660,KIA,DIESEL,SPORTAGE 2 CRDI ISG S-A,2298,158.0,2018
4789,KIA,DIESEL,OPTIMA 2 CRDI ISG,2210,140.0,2018
5029,KIA,DIESEL,SPORTAGE GT-LINE CRDI ISG S-A,2056,162.0,2018
6699,KIA,DIESEL,OPTIMA 3 CRDI ISG,1386,142.0,2018
7114,KIA,DIESEL,STINGER,1272,181.0,2018
7151,KIA,DIESEL,SPORTAGE GT-LINE CRDI 4X4,1264,176.0,2018
7183,KIA,DIESEL,SORENTO GTLINE S CRDI ISG 4X4A,1256,196.0,2018
7672,KIA,DIESEL,OPTIMA 3 CRDI ISG S-A,1140,139.0,2018
8185,KIA,DIESEL,SORENTO KX-2 CRDI ISG 4X4,1028,178.0,2018
8297,KIA,DIESEL,SPORTAGE 4 CRDI ISG,1010,167.0,2018
8590,KIA,DIESEL,SORENTO GT-LINE CRDI ISG 4X4 A,956,191.0,2018
9197,KIA,DIESEL,SORENTO KX-3 CRDI ISG 4X4 AUTO,860,193.0,2018
9297,KIA,DIESEL,SORENTO KX-2 CRDI ISG 4X4 AUTO,848,190.0,2018
9358,KIA,DIESEL,CEED 3 CRDI ISG,840,126.0,2018
10040,KIA,DIESEL,OPTIMA GT-LINE S ISG CRDI S-A,744,142.0,2018
10594,KIA,DIESEL,SPORTAGE 4 CRDI ISG S-A,682,165.0,2018
10939,KIA,DIESEL,CEED 2 CRDI ISG,650,126.0,2018
11173,KIA,DIESEL,SPORTAGE GT-LN S CRDI ISG 4X4A,628,183.0,2018
11189,KIA,DIESEL,SPORTAGE GT-LINE S CRDI ISG SA,626,164.0,2018
12267,KIA,DIESEL,"RIO, STONIC",532,128.0,2018
13115,KIA,DIESEL,SORENTO KX-3 CRDI ISG 4X4,474,179.0,2018
13219,KIA,DIESEL,CEE'D,466,125.0,2018
15531,KIA,DIESEL,SPORTAGE GT-LN CRDI ISG 4X4 SA,348,169.0,2018
16887,KIA,DIESEL,SPORTAGE 4 CRDI ISG 4X4 S-A,296,173.0,2018
17968,KIA,DIESEL,CEED 3 CRDI ISG S-A,264,129.0,2018
18665,KIA,DIESEL,STONIC 3 CRDI ISG,244,128.0,2018
205,KIA,DIESEL,SPORTAGE,73198,158.0,2019
805,KIA,DIESEL,CEED,20827,129.0,2019
1190,KIA,DIESEL,SORENTO,13472,189.0,2019
1865,KIA,DIESEL,STONIC,7603,129.0,2019
3054,KIA,DIESEL,OPTIMA,3948,139.0,2019
3063,KIA,DIESEL,SPORTAGE GT-LINE CRDI ISG,3932,159.0,2019
3076,KIA,DIESEL,PROCEED,3914,136.0,2019
3094,KIA,DIESEL,SPORTAGE 2 CRDI ISG,3880,157.0,2019
3295,KIA,DIESEL,CEED 2 CRDI ISG,3604,125.0,2019
3690,KIA,DIESEL,XCEED,3138,142.0,2019
3993,KIA,DIESEL,SPORTAGE 2 CRDI ISG S-A,2832,157.0,2019
4690,KIA,DIESEL,SPORTAGE GT-LINE CRDI ISG S-A,2274,162.0,2019
4869,KIA,DIESEL,CEED 3 CRDI ISG,2150,126.0,2019
5330,KIA,DIESEL,CEED 3 CRDI ISG S-A,1892,130.0,2019
6168,KIA,DIESEL,SORENTO GTLINE S CRDI ISG 4X4A,1556,196.0,2019
6515,KIA,DIESEL,SPORTAGE GT-LINE S CRDI ISG SA,1440,158.0,2019
6669,KIA,DIESEL,SPORTAGE 4 CRDI ISG,1396,164.0,2019
6816,KIA,DIESEL,SPORTAGE GT-LN CRDI ISG 4X4 SA,1350,169.0,2019
6993,KIA,DIESEL,SPORTAGE 4 CRDI ISG S-A,1304,162.0,2019
7125,KIA,DIESEL,SORENTO GT-LINE CRDI ISG 4X4 A,1270,191.0,2019
7249,KIA,DIESEL,SPORTAGE GT-LN S CRDI ISG 4X4A,1242,182.0,2019
7920,KIA,DIESEL,OPTIMA 2 CRDI ISG,1084,140.0,2019
